?ºÏûê,Í≥?Î™?,?úÏö∏,Î∂Ä???ÄÍµ??∏Ï≤ú,Í¥ëÏ£º,?Ä???∏ÏÇ∞,?∏Ï¢Ö,Í≤ΩÍ∏∞,Í∞ïÏõê,Ï∂©Î∂Å,Ï∂©ÎÇ®,?ÑÎ∂Å,?ÑÎÇ®,Í≤ΩÎ∂Å,Í≤ΩÎÇ®,?úÏ£º,Í≤Ä???ÑÏ†Å(Î™?,"30,605,187","5,942,573","1,822,869","1,338,562","1,777,328","891,280","891,766","656,135","242,400","8,270,720","899,658","959,584","1,238,468","1,026,509","1,001,462","1,403,139","1,837,675","387,441","17,618"
11/8/2021,"1,758",707,34,34,98,28,22,5,1,544,30,35,62,21,17,60,40,16,4,,,,,,,,,,,,,,,,
11/9/2021,"1,715",662,46,44,111,11,25,4,3,528,21,17,60,12,21,48,77,20,5,,,,,,,,,,,,,,,,
11/10/2021,"2,424",972,74,33,159,22,23,5,4,867,23,31,58,36,7,36,60,11,3,,,,,,,,,,,,,,,,
11/11/2021,"2,519","1,003",69,42,187,32,34,20,6,821,29,34,50,39,17,33,76,14,13,,,,,,,,,,,,,,,,
11/12/2021,"2,368",948,63,70,120,11,25,4,6,792,30,26,59,65,15,41,68,21,4,,,,,,,,,,,,,,,,
11/13/2021,"2,324","1,005",64,73,166,31,32,1,1,648,31,23,77,58,19,35,41,15,4,,,,,,,,,,,,,,,,
11/14/2021,"2,417",977,82,72,156,19,18,7,2,799,31,27,54,44,26,42,44,14,3,,,,,,,,,,,,,,,,
11/15/2021,"2,003",856,68,49,102,26,33,4,1,602,35,18,57,38,19,34,46,10,5,,,,,,,,,,,,,,,,
11/16/2021,"2,124",846,87,38,131,11,34,9,6,658,51,28,42,56,29,9,45,43,1,,,,,,,,,,,,,,,,
11/17/2021,"3,184","1,433",103,56,159,34,46,14,16,964,54,28,71,50,36,26,66,23,5,,,,,,,,,,,,,,,,
11/18/2021,"3,292","1,429",90,73,195,34,36,10,10,967,62,26,82,54,40,51,98,28,7,,,,,,,,,,,,,,,,
11/19/2021,"3,033","1,400",77,47,188,24,53,4,3,849,72,20,56,24,46,49,78,31,12,,,,,,,,,,,,,,,,
11/20/2021,"3,203","1,370",86,61,204,39,32,5,7,993,59,34,74,30,66,35,79,23,6,,,,,,,,,,,,,,,,
11/21/2021,"3,119","1,319",86,44,206,70,43,9,7,992,75,20,47,41,38,26,76,15,5,,,,,,,,,,,,,,,,
11/22/2021,"2,826","1,278",90,53,161,57,36,10,5,819,55,26,47,34,27,39,65,17,7,,,,,,,,,,,,,,,,
11/23/2021,"2,697","1,164",56,50,131,55,68,7,8,773,66,20,76,42,20,51,80,29,1,,,,,,,,,,,,,,,,
11/24/2021,"4,115","1,734",120,78,221,46,51,11,7,"1,184",65,40,291,34,52,65,87,22,7,,,,,,,,,,,,,,,,
11/25/2021,"3,937","1,760",97,81,260,35,50,13,20,"1,101",87,39,111,35,42,98,74,29,5,,,,,,,,,,,,,,,,
11/26/2021,"3,895","1,739",98,103,248,31,44,13,15,"1,119",52,25,87,46,38,115,86,32,4,,,,,,,,,,,,,,,,
11/27/2021,"4,067","1,888",105,76,288,35,38,7,11,"1,109",93,39,78,50,36,96,86,27,5,,,,,,,,,,,,,,,,
11/28/2021,"3,925","1,673",148,106,278,52,53,4,5,"1,090",63,25,121,45,25,103,89,35,10,,,,,,,,,,,,,,,,
11/29/2021,"3,307","1,392",144,88,233,61,43,2,15,910,56,33,52,49,28,68,86,44,3,,,,,,,,,,,,,,,,
11/30/2021,"3,032","1,186",79,78,192,52,43,3,22,909,84,59,81,50,36,68,60,22,8,,,,,,,,,,,,,,,,
12/1/2021,"5,120","2,220",143,86,326,29,88,17,20,"1,582",105,48,96,50,40,97,126,27,20,,,,,,,,,,,,,,,,
12/2/2021,"5,262","2,266",158,70,355,39,166,18,8,"1,495",144,49,149,71,39,106,94,31,4,,,,,,,,,,,,,,,,
12/3/2021,"4,943","2,099",141,99,307,45,97,20,7,"1,464",98,97,156,66,35,82,99,20,11,,,,,,,,,,,,,,,,
12/4/2021,"5,352","2,273",201,90,284,39,126,7,8,"1,675",114,56,133,65,52,90,114,21,4,,,,,,,,,,,,,,,,
12/5/2021,"5,124","2,030",207,117,337,40,141,16,16,"1,485",116,82,174,56,47,99,138,17,6,,,,,,,,,,,,,,,,
12/6/2021,"4,324","1,408",193,146,302,43,105,15,13,"1,314",112,59,157,73,37,181,121,39,6,,,,,,,,,,,,,,,,
12/7/2021,"4,952","2,118",160,129,251,47,121,14,11,"1,321",109,80,135,74,58,129,129,61,5,,,,,,,,,,,,,,,,
12/8/2021,"7,173","2,900",253,127,433,57,185,26,16,"2,268",143,61,202,103,54,131,156,51,7,,,,,,,,,,,,,,,,
12/9/2021,"7,101","2,789",252,132,497,36,167,49,16,"2,141",139,92,208,125,69,143,193,48,5,,,,,,,,,,,,,,,,
12/10/2021,"7,020","2,798",303,163,465,35,157,43,10,"2,030",152,94,160,97,69,183,206,47,8,,,,,,,,,,,,,,,,
12/11/2021,"6,972","2,833",319,143,464,25,118,34,7,"2,058",170,80,163,104,75,138,193,46,2,,,,,,,,,,,,,,,,
12/12/2021,"6,683","2,527",328,137,458,71,115,50,15,"2,015",123,90,202,88,80,147,198,32,7,,,,,,,,,,,,,,,,
12/13/2021,"5,816","2,550",241,144,389,37,78,39,12,"1,367",111,76,184,81,83,163,218,36,7,,,,,,,,,,,,,,,,
12/14/2021,"5,565","2,060",206,130,348,71,151,85,20,"1,497",132,86,203,117,58,166,181,39,15,,,,,,,,,,,,,,,,
12/15/2021,"7,848","3,165",343,178,476,59,164,59,26,"2,298",160,105,210,120,60,193,195,33,4,,,,,,,,,,,,,,,,
12/16/2021,"7,618","3,053",346,158,511,44,129,76,28,"2,152",148,149,177,150,58,208,199,29,3,,,,,,,,,,,,,,,,
12/17/2021,"7,434","2,846",388,159,572,42,162,57,25,"2,153",134,128,203,122,60,169,171,35,8,,,,,,,,,,,,,,,,
12/18/2021,"7,309","2,792",362,215,600,57,120,46,43,"2,040",126,127,240,110,44,138,211,30,8,,,,,,,,,,,,,,,,
12/19/2021,"6,232","2,317",363,152,493,29,149,39,23,"1,753",100,92,207,92,43,137,215,22,6,,,,,,,,,,,,,,,,
12/20/2021,"5,315","1,905",365,111,375,52,112,36,16,"1,488",130,68,185,100,56,117,156,30,13,,,,,,,,,,,,,,,,
12/21/2021,"5,194","1,994",234,138,383,76,126,35,20,"1,313",117,89,161,140,41,107,184,26,10,,,,,,,,,,,,,,,,
12/22/2021,"7,454","2,805",431,133,479,106,156,39,47,"2,225",130,123,165,135,47,139,252,37,5,,,,,,,,,,,,,,,,
12/23/2021,"6,914","2,718",432,168,422,66,133,44,19,"1,949",120,85,183,149,69,134,200,17,6,,,,,,,,,,,,,,,,
12/24/2021,"6,232","2,345",421,151,438,54,81,43,36,"1,668",130,91,180,118,69,144,230,25,8,,,,,,,,,,,,,,,,
12/25/2021,"5,838","2,120",341,103,400,78,104,63,21,"1,680",147,83,161,115,53,128,213,15,13,,,,,,,,,,,,,,,,
12/26/2021,"5,415","1,915",371,120,326,67,84,53,12,"1,653",107,80,117,98,48,130,201,28,5,,,,,,,,,,,,,,,,
12/27/2021,"4,204","1,495",270,130,234,60,40,42,10,"1,172",120,63,148,89,30,71,200,16,14,,,,,,,,,,,,,,,,
12/28/2021,"3,864","1,289",237,149,241,70,80,39,18,"1,063",79,65,128,90,38,86,176,6,10,,,,,,,,,,,,,,,,
12/29/2021,"5,405","1,913",296,139,314,80,79,49,21,"1,631",87,101,119,109,39,104,265,33,26,,,,,,,,,,,,,,,,
12/30/2021,"5,034","1,721",256,117,318,102,90,40,21,"1,465",91,80,123,230,48,82,196,21,33,,,,,,,,,,,,,,,,
12/31/2021,"4,872","1,667",260,132,304,85,71,40,17,"1,476",72,74,137,99,60,105,231,16,26,,,,,,,,,,,,,,,,
1/1/2022,"4,414","1,463",212,125,241,92,65,50,16,"1,391",59,104,138,85,48,116,162,23,24,,,,,,,,,,,,,,,,
1/2/2022,"3,828","1,178",216,86,233,93,59,58,12,"1,277",59,50,101,79,42,94,141,19,31,,,,,,,,,,,,,,,,
1/3/2022,"3,124",989,173,98,187,75,49,38,10,917,54,47,115,86,35,49,132,28,42,,,,,,,,,,,,,,,,
1/4/2022,"3,020",937,145,84,171,61,34,34,11,947,63,61,114,92,46,62,116,18,24,,,,,,,,,,,,,,,,
1/5/2022,"4,441","1,410",255,112,271,75,51,48,17,"1,467",69,68,139,97,60,97,114,43,48,,,,,,,,,,,,,,,,
1/6/2022,"4,120","1,207",227,110,282,91,41,30,18,"1,526",57,45,79,70,59,89,103,19,67,,,,,,,,,,,,,,,,
1/7/2022,"3,709","1,034",206,99,181,87,29,38,14,"1,261",90,90,113,84,124,109,102,10,38,,,,,,,,,,,,,,,,
1/8/2022,"3,502",988,181,108,203,89,47,27,12,"1,207",81,53,96,67,96,85,101,9,52,,,,,,,,,,,,,,,,
1/9/2022,"3,368",960,158,108,185,92,40,34,13,"1,114",77,34,111,76,112,93,97,11,53,,,,,,,,,,,,,,,,
1/10/2022,"3,004",780,165,93,125,133,33,23,13,"1,014",60,30,101,96,86,88,80,13,71,,,,,,,,,,,,,,,,
1/11/2022,"3,093",755,115,71,154,176,43,22,16,"1,113",88,53,105,57,88,60,92,15,70,,,,,,,,,,,,,,,,
1/12/2022,"4,382","1,091",164,93,262,158,90,27,14,"1,628",117,68,114,58,164,77,119,5,133,,,,,,,,,,,,,,,,
1/13/2022,"4,160",974,162,124,240,188,68,27,7,"1,534",89,61,131,106,136,99,115,7,92,,,,,,,,,,,,,,,,
1/14/2022,"4,537",937,127,90,266,223,66,40,8,"1,856",144,71,106,102,133,93,126,6,143,,,,,,,,,,,,,,,,
1/15/2022,"4,417",909,143,126,248,207,53,17,15,"1,822",79,82,121,123,154,95,116,13,94,,,,,,,,,,,,,,,,
1/16/2022,"4,186",920,145,157,259,183,53,19,20,"1,586",74,39,114,123,169,108,123,8,86,,,,,,,,,,,,,,,,
1/17/2022,"3,853",785,117,176,199,242,82,19,7,"1,427",79,42,104,124,166,95,119,12,58,,,,,,,,,,,,,,,,
1/18/2022,"4,066",759,114,171,196,184,107,35,23,"1,530",94,58,145,151,139,138,142,3,77,,,,,,,,,,,,,,,,
1/19/2022,"5,804","1,230",190,213,424,226,118,44,26,"2,176",148,81,183,143,154,170,201,13,64,,,,,,,,,,,,,,,,
1/20/2022,"6,599","1,362",203,364,418,354,97,72,9,"2,418",111,175,217,138,160,226,223,10,42,,,,,,,,,,,,,,,,
1/21/2022,"6,763","1,550",216,388,452,242,111,82,17,"2,428",161,87,193,165,199,234,188,14,36,,,,,,,,,,,,,,,,
1/22/2022,"6,995","1,586",236,444,569,252,119,51,12,"2,422",99,150,200,171,154,207,220,18,85,,,,,,,,,,,,,,,,
1/23/2022,"7,624","1,693",292,458,610,316,159,91,24,"2,711",89,110,207,140,196,215,226,27,60,,,,,,,,,,,,,,,,
1/24/2022,"7,508","1,679",298,479,582,286,158,69,33,"2,440",100,146,265,200,206,234,234,20,79,,,,,,,,,,,,,,,,
1/25/2022,"8,568","1,722",343,489,670,315,226,101,69,"2,916",165,124,311,238,191,281,344,32,31,,,,,,,,,,,,,,,,
1/26/2022,"13,002","3,175",563,670,879,396,370,148,77,"4,220",163,246,417,299,286,445,541,53,54,,,,,,,,,,,,,,,,
1/27/2022,"14,509","3,424",741,770,"1,026",343,413,148,76,"4,765",189,294,439,310,294,489,660,72,56,,,,,,,,,,,,,,,,
1/28/2022,"16,088","3,989",821,864,"1,244",422,370,158,58,"5,173",212,299,536,381,327,538,603,44,49,,,,,,,,,,,,,,,,
1/29/2022,"17,502","4,195",808,879,"1,613",422,429,199,43,"5,627",207,308,507,543,314,589,697,76,46,,,,,,,,,,,,,,,,
1/30/2022,"17,517","4,179",851,908,"1,316",477,449,212,76,"5,710",221,351,675,436,319,597,629,69,42,,,,,,,,,,,,,,,,
1/31/2022,"17,071","4,188",770,980,"1,225",482,446,202,78,"5,104",277,356,676,530,293,587,753,74,50,,,,,,,,,,,,,,,,
2/1/2022,"18,331","4,128",980,965,"1,381",500,462,253,108,"5,535",254,407,730,585,411,619,858,86,69,,,,,,,,,,,,,,,,
2/2/2022,"20,264","4,207","1,265","1,147","1,400",618,481,300,140,"6,049",354,459,889,656,468,777,901,122,31,,,,,,,,,,,,,,,,
2/3/2022,"22,836","5,218","1,279","1,256","1,535",694,559,270,138,"6,491",469,570,915,946,454,935,910,168,29,,,,,,,,,,,,,,,,
2/4/2022,"27,428","6,155","1,724","1,713","1,781",829,762,471,251,"7,225",636,628,"1,072","1,062",648,"1,144","1,064",212,51,,,,,,,,,,,,,,,,
2/5/2022,"36,318","8,594","1,926","1,640","2,500","1,244","1,032",503,296,"10,444",697,774,"1,158","1,282",965,"1,485","1,483",242,53,,,,,,,,,,,,,,,,
2/6/2022,"38,683","7,821","2,171","1,970","2,238","1,186","1,190",571,270,"11,949",786,953,"1,526","1,012","1,192","1,749","1,763",285,51,,,,,,,,,,,,,,,,
2/7/2022,"35,267","6,886","1,927","1,971","2,376","1,209",969,593,262,"9,793",739,885,"1,472","1,270","1,133","1,685","1,672",369,56,,,,,,,,,,,,,,,,
2/8/2022,"36,708","5,908","1,921","1,786","2,982","1,241",943,501,244,"12,136",738,799,"1,401","1,226","1,015","1,545","1,901",380,41,,,,,,,,,,,,,,,,
2/9/2022,"49,536","11,680","3,033","2,414","3,930","1,503","1,130",791,287,"13,634",945,"1,377","1,767","1,562","1,128","1,958","1,943",412,42,,,,,,,,,,,,,,,,
2/10/2022,"54,113","11,874","2,630","2,329","3,995","1,427","1,449",732,273,"17,750",964,"1,081","1,716","1,770","1,495","1,818","2,339",448,23,,,,,,,,,,,,,,,,
2/11/2022,"53,883","11,530","3,011","2,494","3,745","1,408","1,423",795,332,"17,942","1,087","1,155","1,586","1,506","1,241","1,926","2,191",475,36,,,,,,,,,,,,,,,,
2/12/2022,"54,927","13,198","3,051","2,370","5,068","1,576","1,511",726,326,"15,949",960,"1,156","2,186","1,548","1,214","1,831","1,699",503,55,,,,,,,,,,,,,,,,
2/13/2022,"56,396","11,821","3,442","2,573","4,474","1,540","1,495",805,384,"17,064",985,"1,331","2,355","1,642","1,181","2,054","2,666",554,30,,,,,,,,,,,,,,,,
2/14/2022,"54,552","11,547","3,520","2,606","3,578","1,539","1,613",676,353,"15,867","1,092","1,542","2,495","1,591","1,264","1,917","2,805",507,40,,,,,,,,,,,,,,,,
2/15/2022,"57,159","12,452","3,087","2,362","4,899","1,608","1,576",775,415,"17,239","1,179","1,327","2,218","1,579","1,301","1,765","2,770",551,56,,,,,,,,,,,,,,,,
2/16/2022,"90,432","18,876","6,483","4,190","5,821","2,298","2,590","1,758",696,"27,962","1,784","2,203","3,003","2,561","1,929","2,868","4,448",924,38,,,,,,,,,,,,,,,,
2/17/2022,"93,118","19,685","6,217","4,199","7,236","2,610","2,702","1,688",655,"28,446","1,729","2,168","3,015","2,574","1,893","2,901","4,480",882,38,,,,,,,,,,,,,,,,
2/18/2022,"109,798","25,644","6,577","4,538","7,343","2,669","2,980","1,947",703,"36,495","1,932","2,546","2,944","2,510","1,911","3,285","4,622","1,113",39,,,,,,,,,,,,,,,,
2/19/2022,"102,189","23,186","6,535","4,223","7,816","2,741","3,032","1,829",677,"30,634","1,799","2,394","4,077","2,492","1,899","3,186","4,417","1,205",47,,,,,,,,,,,,,,,,
2/20/2022,"104,813","22,094","6,945","4,707","9,189","2,661","3,110","1,919",658,"31,325","1,999","2,312","3,348","2,791","2,064","3,349","5,092","1,230",20,,,,,,,,,,,,,,,,
2/21/2022,"95,345","20,014","7,541","4,160","7,364","2,589","2,907","1,593",646,"26,770","2,015","2,226","3,313","2,728","2,069","3,249","5,045","1,080",36,,,,,,,,,,,,,,,,
2/22/2022,"99,552","21,799","6,140","4,158","7,772","3,247","2,848","1,939",648,"29,555","2,057","2,187","3,336","2,463","2,109","3,126","4,839","1,300",29,,,,,,,,,,,,,,,,
2/23/2022,"171,426","41,464","12,814","6,306","11,056","4,225","4,078","3,447","1,079","53,522","3,192","3,474","4,838","4,024","3,083","4,995","8,023","1,760",46,,,,,,,,,,,,,,,,
2/24/2022,"169,993","37,167","11,834","7,148","13,862","4,136","4,504","3,231","1,082","51,315","3,121","4,354","4,987","3,908","3,367","5,204","9,215","1,505",53,,,,,,,,,,,,,,,,
2/25/2022,"165,878","35,611","12,735","6,290","12,847","4,604","4,406","3,532","1,064","48,079","3,428","3,968","5,184","4,216","3,532","5,392","8,899","2,061",30,,,,,,,,,,,,,,,,
2/26/2022,"166,182","36,823","13,017","6,990","12,113","4,883","4,266","3,128",998,"48,142","3,264","3,791","5,284","4,161","3,436","5,305","8,645","1,917",19,,,,,,,,,,,,,,,,
2/27/2022,"163,548","35,344","13,675","6,157","11,132","4,273","4,048","3,315",921,"46,798","3,380","4,090","5,962","4,216","3,413","5,383","9,246","2,167",28,,,,,,,,,,,,,,,,
2/28/2022,"139,618","27,972","12,617","5,825","10,740","4,167","3,683","2,484",834,"37,255","3,318","3,051","5,084","4,070","3,320","4,940","8,413","1,806",39,,,,,,,,,,,,,,,,
3/1/2022,"138,977","27,882","11,204","5,382","8,956","4,806","3,674","2,944",876,"39,203","3,477","3,501","4,853","3,938","3,283","4,668","8,031","2,271",28,,,,,,,,,,,,,,,,
3/2/2022,"219,212","46,929","16,099","7,116","12,103","5,259","5,291","5,121","1,412","68,614","4,970","5,573","6,915","6,413","4,996","6,966","13,200","2,207",28,,,,,,,,,,,,,,,,
3/3/2022,"198,793","43,673","14,257","8,080","15,964","6,998","5,067","3,389","1,022","51,940","4,615","4,828","6,639","5,285","5,243","6,533","11,944","3,293",23,,,,,,,,,,,,,,,,
3/4/2022,"266,838","59,266","23,202","9,494","16,682","6,773","5,957","5,813","1,577","76,721","5,585","6,741","8,263","6,539","6,411","8,382","15,998","3,399",35,,,,,,,,,,,,,,,,
3/5/2022,"254,315","53,189","21,821","9,563","18,838","7,407","5,693","5,581","1,458","70,242","5,916","6,943","8,010","6,988","5,967","8,221","15,155","3,285",38,,,,,,,,,,,,,,,,
3/6/2022,"243,607","49,447","26,198","8,895","14,859","6,657","6,189","5,015","1,384","66,834","5,708","6,235","7,285","6,851","5,706","8,199","14,424","3,691",30,,,,,,,,,,,,,,,,
3/7/2022,"210,692","39,553","26,448","7,789","15,324","6,472","5,760","3,913","1,163","51,103","5,451","4,901","6,775","6,065","5,737","7,512","13,450","3,233",43,,,,,,,,,,,,,,,,
3/8/2022,"202,690","37,478","19,352","7,585","12,606","6,473","5,609","4,560","1,349","52,725","5,460","5,733","6,996","6,263","6,014","7,374","14,028","3,054",31,,,,,,,,,,,,,,,,
3/9/2022,"342,415","74,220","31,150","12,896","18,826","7,418","7,977","6,582","2,214","96,674","8,685","9,148","10,825","9,679","7,951","12,286","22,006","3,856",22,,,,,,,,,,,,,,,,
3/10/2022,"327,512","66,849","31,570","11,600","21,974","6,300","7,884","8,788","1,944","88,137","8,172","8,763","10,665","10,075","8,465","11,964","19,411","4,923",28,,,,,,,,,,,,,,,,
3/11/2022,"282,964","56,599","22,917","10,304","17,457","8,848","7,212","5,261","1,840","72,420","7,482","7,912","10,798","8,852","8,984","10,315","21,428","4,289",46,,,,,,,,,,,,,,,,
3/12/2022,"383,627","80,432","31,962","13,414","23,737","8,953","8,515","9,098","2,512","107,928","9,434","9,875","13,642","10,834","10,215","13,566","24,280","5,191",39,,,,,,,,,,,,,,,,
3/13/2022,"350,146","67,809","33,429","12,695","20,236","7,193","8,650","9,167","2,325","91,456","9,378","9,995","10,740","11,441","9,544","13,771","26,098","6,203",16,,,,,,,,,,,,,,,,
3/14/2022,"309,761","56,799","27,754","12,406","18,239","8,339","8,290","5,335","2,139","77,412","9,045","8,324","12,328","11,173","10,932","12,618","23,765","4,827",36,,,,,,,,,,,,,,,,
3/15/2022,"362,248","66,053","26,144","14,347","20,443","11,172","8,307","8,302","2,514","102,957","9,703","10,921","16,287","11,259","11,449","14,534","23,928","3,900",28,,,,,,,,,,,,,,,,
3/16/2022,"400,514","81,380","39,328","16,751","28,454","10,425","8,811","10,362","2,032","94,762","9,652","13,743","13,701","15,390","9,311","16,781","21,894","7,677",60,,,,,,,,,,,,,,,,
3/17/2022,"621,119","128,342","42,418","24,465","32,964","16,946","12,477","14,766","5,234","181,939","15,447","17,740","22,987","18,588","18,945","19,163","44,533","4,142",23,,,,,,,,,,,,,,,,
3/18/2022,"406,819","81,982","25,477","16,012","25,795","15,446","11,331","7,802","3,116","113,628","11,401","12,168","14,238","10,886","11,358","18,028","23,720","4,409",22,,,,,,,,,,,,,,,,
3/19/2022,"381,358","82,108","25,745","14,839","20,838","11,566","10,852","7,849","3,121","101,503","10,540","11,966","15,625","9,921","10,778","14,942","22,733","6,386",46,,,,,,,,,,,,,,,,
3/20/2022,"334,583","65,850","19,529","13,609","19,148","10,030","11,482","7,321","1,951","88,438","9,196","11,254","12,642","9,682","10,894","12,985","24,334","6,223",15,,,,,,,,,,,,,,,,
3/21/2022,"209,106","41,061","8,976","6,125","12,085","8,460","8,389","4,238","2,369","56,889","6,609","5,371","8,726","7,897","6,857","9,774","11,968","3,290",22,,,,,,,,,,,,,,,,
3/22/2022,"353,871","65,005","24,697","17,355","17,567","6,985","9,871","8,219","3,334","96,231","10,428","11,823","15,146","12,582","12,274","14,428","24,702","3,191",33,,,,,,,,,,,,,,,,
3/23/2022,"490,736","101,106","26,037","20,864","24,940","12,185","14,524","11,028","3,452","136,860","14,318","16,649","18,871","15,906","15,430","20,781","32,188","5,570",27,,,,,,,,,,,,,,,,
3/24/2022,"395,510","77,740","18,732","15,694","24,691","12,465","11,268","8,355","3,746","107,452","11,526","12,582","16,427","12,914","13,689","18,100","25,063","5,028",38,,,,,,,,,,,,,,,,
3/25/2022,"339,441","66,929","16,704","14,006","21,773","10,262","8,258","7,430","3,481","87,672","10,541","11,551","13,816","12,824","12,669","15,060","21,665","4,787",13,,,,,,,,,,,,,,,,
3/26/2022,"335,505","64,010","16,358","14,213","16,781","9,908","11,199","7,447","3,004","90,752","10,042","11,612","13,165","12,201","12,847","15,172","22,677","4,081",36,,,,,,,,,,,,,,,,
3/27/2022,"318,051","59,136","14,448","13,218","21,558","8,932","8,963","6,860","2,344","85,359","9,259","10,805","13,784","10,847","12,293","14,672","20,550","5,007",16,,,,,,,,,,,,,,,,
3/28/2022,"187,162","34,184","6,645","5,232","11,720","7,480","5,279","3,759","2,217","50,551","6,935","5,833","7,954","6,942","8,397","9,399","11,621","2,999",15,,,,,,,,,,,,,,,,
3/29/2022,"347,463","66,063","19,962","17,814","18,820","7,917","11,123","7,573","2,476","88,671","10,507","13,070","13,993","15,092","13,629","14,908","22,496","3,329",20,,,,,,,,,,,,,,,,
3/30/2022,"424,549","81,800","16,443","17,838","23,257","12,300","11,250","9,094","4,246","117,001","13,112","15,577","18,963","13,250","17,461","20,158","27,035","5,744",20,,,,,,,,,,,,,,,,
3/31/2022,"320,678","60,119","13,049","12,710","18,124","11,361","10,058","6,307","3,890","84,632","10,665","11,319","14,361","11,294","13,703","14,688","19,314","5,074",10,,,,,,,,,,,,,,,,
4/1/2022,"280,228","51,708","11,853","11,381","14,795","9,286","8,093","5,813","2,729","75,607","9,062","10,163","13,142","10,640","11,824","12,974","17,252","3,873",33,,,,,,,,,,,,,,,,
4/2/2022,"264,142","48,668","10,690","11,275","14,282","8,033","7,989","5,594","2,370","71,513","9,056","9,325","11,903","9,462","11,159","13,069","15,942","3,771",41,,,,,,,,,,,,,,,,
4/3/2022,"234,246","42,096","9,113","9,695","13,391","7,001","6,972","5,049","1,961","62,124","7,496","8,774","11,168","8,510","10,438","11,752","15,119","3,579",8,,,,,,,,,,,,,,,,
4/4/2022,"127,159","20,889","4,079","3,451","5,544","5,800","4,584","2,481","1,627","36,927","5,217","3,951","5,642","5,087","5,958","6,270","7,385","2,261",6,,,,,,,,,,,,,,,,
4/5/2022,"266,089","51,488","12,261","13,538","15,351","7,471","7,779","5,458","2,245","69,352","8,256","9,422","12,013","10,253","10,987","11,310","16,185","2,710",10,,,,,,,,,,,,,,,,
4/6/2022,"286,249","52,424","10,484","12,102","14,845","9,152","9,071","6,286","2,175","76,888","10,009","10,263","13,572","10,480","12,387","14,771","17,177","4,158",5,,,,,,,,,,,,,,,,
4/7/2022,"224,780","39,876","8,453","9,752","11,270","8,134","7,397","4,647","2,630","60,248","7,633","8,222","10,334","8,275","9,908","11,312","13,465","3,214",10,,,,,,,,,,,,,,,,
4/8/2022,"205,306","36,208","7,472","9,222","10,557","7,318","6,927","4,243","1,891","54,805","7,433","7,356","9,507","8,257","8,672","10,384","12,192","2,854",8,,,,,,,,,,,,,,,,
4/9/2022,"185,528","32,314","7,006","7,680","9,757","6,486","7,005","3,756","1,492","48,189","6,619","6,743","8,803","7,184","8,436","10,442","10,858","2,739",19,,,,,,,,,,,,,,,,
4/10/2022,"164,449","28,894","5,981","7,066","8,593","5,335","5,403","3,832","1,353","42,343","5,661","6,319","7,997","6,728","7,800","8,400","10,180","2,553",11,,,,,,,,,,,,,,,,
4/11/2022,"90,905","14,246","2,505","2,992","4,385","3,979","3,675","1,782","1,101","25,763","3,377","2,803","4,222","3,760","4,448","5,068","5,081","1,711",7,,,,,,,,,,,,,,,,
4/12/2022,"210,720","39,512","9,608","11,366","11,647","6,658","6,816","4,192","1,796","54,181","6,840","7,811","10,069","8,137","9,087","8,881","12,561","1,544",14,,,,,,,,,,,,,,,,
4/13/2022,"195,381","33,070","6,366","8,356","9,664","7,407","6,516","4,050","1,387","51,784","7,243","7,404","9,243","8,005","8,447","12,062","11,338","3,022",17,,,,,,,,,,,,,,,,
4/14/2022,"148,417","24,969","5,394","6,635","7,629","5,661","5,159","3,043","1,721","37,986","5,428","5,536","6,805","6,532","6,911","8,042","8,764","2,184",18,,,,,,,,,,,,,,,,
4/15/2022,"125,820","21,443","4,587","5,520","6,689","4,725","4,502","2,712","1,195","32,576","4,561","4,637","5,979","5,343","5,720","6,712","7,112","1,803",4,,,,,,,,,,,,,,,,
4/16/2022,"107,889","18,113","3,907","4,703","5,604","4,094","3,836","2,147",946,"27,476","3,961","4,149","5,272","4,571","4,971","6,158","6,354","1,619",8,,,,,,,,,,,,,,,,
4/17/2022,"92,969","14,801","3,373","4,208","4,874","3,561","3,557","2,018",755,"23,110","3,113","3,560","5,441","4,156","4,396","5,052","5,516","1,468",10,,,,,,,,,,,,,,,,
4/18/2022,"47,722","7,342","1,348","1,626","2,485","1,950","1,735",931,474,"13,917","1,850","1,450","2,404","2,066","2,132","2,789","2,364",853,6,,,,,,,,,,,,,,,,
4/19/2022,"118,469","21,814","5,382","6,500","6,668","3,019","3,474","2,387","1,089","29,656","4,429","4,372","5,470","4,970","5,081","5,833","7,106","1,213",6,,,,,,,,,,,,,,,,
4/20/2022,"111,282","18,313","3,747","5,014","5,434","4,071","3,891","2,501","1,069","28,544","4,497","4,272","5,243","4,831","4,931","7,189","6,335","1,398",2,,,,,,,,,,,,,,,,
4/21/2022,"90,842","15,184","3,538","4,202","4,667","3,176","3,005","1,946",795,"22,613","3,418","3,508","4,376","3,899","3,974","5,661","5,572","1,285",23,,,,,,,,,,,,,,,,
4/22/2022,"81,041","13,188","3,129","4,030","4,097","2,806","2,859","1,852",570,"20,427","3,169","3,056","3,844","3,348","3,827","5,021","4,625","1,189",4,,,,,,,,,,,,,,,,
4/23/2022,"75,419","12,343","3,119","3,966","3,669","2,826","2,663","1,740",626,"18,435","2,797","2,730","3,873","3,297","3,558","4,433","4,310","1,022",12,,,,,,,,,,,,,,,,
